Sr No,BRANCH CODE,BRANCH NAME,STATE,CITY,ZONE,PIN CODE
351,0452,SURSAGAR,RAJASTHAN,JODHPUR,NORTH 2,342024
352,0453,BORANADA,RAJASTHAN,JODHPUR,NORTH 2,342012
353,0454,ASSANDH,HARYANA,ASSAND,NORTH 2,132039
354,0456,GORDHANVILAS,RAJASTHAN,UDAIPUR,NORTH 2,313001
355,0457,GOWARI,RAJASTHAN,DOONGARPUR,NORTH 2,314025
356,0459,SAIFAI,UTTAR PRADESH,ETAWAH,NORTH 2,206130
357,0464,NIGDHU,HARYANA,KURUKSHETRA,NORTH 2,132157
358,0466,ISRANA,HARYANA,GOHANA,NORTH 2,132107
359,0468,CHHACHHRAULI,HARYANA,JAGADHRI REACH,NORTH 2,135103
360,0471,JAMALPUR,UTTAR PRADESH,FIROZABAD,NORTH,283203
361,0472,SIKRI HISSA IV,UTTAR PRADESH,AGRA,NORTH,283110
362,0474,SIRSA ETAWAH,UTTAR PRADESH,ETAWAH,NORTH 2,206123
363,0475,KUNDOL,UTTAR PRADESH,ETAWAH,NORTH 2,206125
364,0479,KALARHERI,HARYANA,AMBALA,NORTH 2,133001
365,0483,KHARAMAU,UTTAR PRADESH,KANNUAJ,NORTH 2,209202
366,0484,TANDA SADAT,UTTAR PRADESH,BAREILLY,NORTH 2,262407
367,0491,DHANWA/DHAWA,UTTAR PRADESH,LUCKNOW,NORTH 2,227105
368,0493,KAKARMATTA,UTTAR PRADESH,VARANASI,NORTH 2,221004
369,0495,CHITAURA,UTTAR PRADESH,AGRA,NORTH,283125
370,0506,NAREPAR UPARWAR,UTTAR PRADESH,BHADOHI,NORTH 2,221309
371,0507,AHIMANPUR,UTTAR PRADESH,BHADOHI,NORTH 2,221306
372,0508,PAIKARAMAU,UTTAR PRADESH,LUCKNOW,NORTH 2,226026
373,0511,NAWANSHAHR,PUNJAB,NAWANSHAHAR,NORTH 2,144514
374,0519,AMINABAD,UTTAR PRADESH,LUCKNOW,NORTH 2,226018
375,0520,"URBAN ESTATE FOCAL
POINT",PUNJAB,LUDHIANA,NORTH 2,141010
376,0522,ROBERTSGANJ,UTTAR PRADESH,ROBERTGANJ,NORTH,231216
377,0528,ANAURA KALA,UTTAR PRADESH,LUCKNOW,NORTH 2,227105
378,0541,HARDUAGANJ,UTTAR PRADESH,ALIGARH,NORTH,202125
379,0542,GOMTI NAGAR LUCKNOW,UTTAR PRADESH,LUCKNOW,NORTH 2,226010
380,0543,ALAMBAGH LUCKNOW,UTTAR PRADESH,LUCKNOW,NORTH 2,226005
381,0550,ALIGANJ LUCKNOW,UTTAR PRADESH,LUCKNOW,NORTH 2,226020
382,0557,BHAISAMAU,UTTAR PRADESH,LUCKNOW,NORTH 2,227202
383,0562,VAISHALI NAGAR JAIPUR,RAJASTHAN,JAIPUR,NORTH 2,302020
384,0563,INDIRA NAGAR LUCKNOW,UTTAR PRADESH,LUCKNOW,NORTH 2,226016
385,0568,CHOWK LUCKNOW,UTTAR PRADESH,LUCKNOW,NORTH 2,226003
386,0577,GOVIND NAGAR KANPUR,UTTAR PRADESH,KANPUR,NORTH 2,208006
387,0578,AJITPUR,UTTAR PRADESH,RAMPUR,NORTH,244901
388,0586,BANGA,PUNJAB,BANGA,NORTH 2,144505
389,0592,MALVEA NAGAR JAIPUR,RAJASTHAN,JAIPUR,NORTH 2,302018
390,0593,BAPU NAGAR JAIPUR,RAJASTHAN,JAIPUR,NORTH 2,302005
391,0594,BANIPARK JAIPUR,RAJASTHAN,JAIPUR,NORTH 2,302016
392,0596,SEC 27 CHANDIGARH,CHANDIGARH,CHANDIGARH,NORTH 2,160019
393,0597,SEC 16 CHANDIGARH,CHANDIGARH,CHANDIGARH,NORTH 2,160015
394,0598,"VIDYADHAR NAGAR
JAIPUR",RAJASTHAN,JAIPUR,NORTH,302023
395,0601,SECTOR 20 PANCHKULA,CHANDIGARH,PANCHKULA,NORTH 2,134116
396,0609,JALMANA,HARYANA,ASSAND,NORTH,132039
397,0610,ROR CHHAPPAR,HARYANA,YAMUNANAGAR,NORTH 2,135003
398,0611,NAGLA MEGHA,HARYANA,KARNAL,NORTH,132037
399,0612,MAUJGARH,HARYANA,MULLANA,NORTH 2,133201
400,0613,KC RESIDENCY JAMMU,JAMMU & KASHMIR,JAMMU,NORTH 2,180001
401,0614,BAHADURPUR,HARYANA,JAGADHRI REACH,NORTH 2,135021
402,0615,RAIPUR RANI,HARYANA,PANCHKULA,NORTH,134204
403,0616,JAGDISHPURA,HARYANA,KAITHAL,NORTH 2,136027
404,0617,"MANIMAJRA
CHANDIGARH",CHANDIGARH,CHANDIGARH,NORTH,160101
405,0618,SEC32 CHANDIGARH,CHANDIGARH,CHANDIGARH,NORTH,160031
406,0620,ZIRAKHPUR MOHALI,PUNJAB,ZIRAKPUR,NORTH,140603
407,0621,SEC 54 PHASE II MOHALI,PUNJAB,MOHALI,NORTH,160055
408,0654,"CHAMMO
KALAN/CHAMUN",HARYANA,PEHOWA,NORTH,136129
409,0655,MAJRA MUTSAL BHALAKI,HARYANA,NEEMRANA,NORTH 2,123102
410,0656,FARWAIN,HARYANA,SIRSA,NORTH,125055
411,0657,BARNA,HARYANA,KURUKSHETRA,NORTH,136119
412,0658,MANBHARWALA,HARYANA,JAGADHRI REACH,NORTH,135021
413,0659,MACHHROULI,HARYANA,PANIPAT,NORTH,132103
414,0660,FARIDPUR,HARYANA,PANIPAT,NORTH,132103
415,0661,,HARYANA,KARNAL,NORTH 2,132001
416,0668,SEC 67 MOHALI,PUNJAB,MOHALI,NORTH,160062
417,0669,SEC47 CHANDIGARH,CHANDIGARH,CHANDIGARH,NORTH,160047
418,0670,KALWAR ROAD JAIPUR,RAJASTHAN,JAIPUR,NORTH,302012
419,0674,LAKHAN MAJRA,HARYANA,ROHTAK,NORTH,124514
420,0675,NIAWAL,HARYANA,KARNAL,NORTH,132023
421,0679,CHANDIGARH INDL AREA I,CHANDIGARH,CHANDIGARH,NORTH,160002
422,0699,SANGHAR SARISHTA,HARYANA,BAHAUDIN,NORTH,125054
423,0700,MUSTAFABAD,HARYANA,JAGADHRI REACH,NORTH,133103
424,0701,DARIYAPUR/DARYAPUR,HARYANA,FATEHABAD,NORTH,125050
425,0704,RIDHI SIDHI JAIPUR,RAJASTHAN,JAIPUR,NORTH,302018
426,0707,CHAURA RASTA JAIPUR,RAJASTHAN,JAIPUR,NORTH,302001
427,0710,JAWAHAR NAGAR JAIPUR,RAJASTHAN,JAIPUR,NORTH,302004
428,0713,VIKAS NAGAR LUCKNOW,UTTAR PRADESH,LUCKNOW,NORTH,226022
429,0715,MALLEKAN MANDI,HARYANA,SIRSA,NORTH,125055
430,0719,PURANI CHUNGI JAIPUR,RAJASTHAN,JAIPUR,NORTH,302019
431,0722,JANKIPURAM LUCKNOW,UTTAR PRADESH,LAUKHNOW,NORTH,226091
432,0723,ASHIYANA LUCKNOW,UTTAR PRADESH,LUCKNOW,NORTH,226012
433,0732,SEC 70 MOHALI,PUNJAB,MOHALI,NORTH,160070
434,0734,BAREILLY JANAKPURI,UTTAR PRADESH,BAREILLY,NORTH,243001
435,0736,RUDRAPUR,UTTARAKHAND,RUDRAPUR,NORTH,263153
436,0738,KANNAUJ KANNAUJ,UTTAR PRADESH,KANNAUJ,NORTH,209725
437,0739,KAIMGANJ FARRUKHABAD,UTTAR PRADESH,FARUKHABAD,NORTH,207502
438,0743,SEC 40 CHANDIGARH,CHANDIGARH,CHANDIGARH,NORTH,160036
439,0744,BALOTRA RAJASTHAN,RAJASTHAN,BALOTRA,NORTH,344022
440,0749,PANIPAT,HARYANA,PANIPAT,NORTH,132103
441,0759,FATEHABAD,HARYANA,FATEHABAD,NORTH,125050
442,0769,BEGOWAL,PUNJAB,BEGOWAL,NORTH,144621
443,0772,GHOREWAHI,PUNJAB,JALANDHAR,NORTH,144201
444,0773,KAPUR PIND,PUNJAB,JALANDHAR,NORTH,144025
445,0774,RAMPUR KHALYAN,PUNJAB,PHAGWARA,NORTH,144405
446,0775,BHULPUR,PUNJAB,OUTER HOSHIARPUR,NORTH,144202
447,0776,LALLIAN KHURD,PUNJAB,JALLANDHAR,NORTH,144026
448,0777,RAJGOMAL,PUNJAB,JALANDHAR,NORTH,144031
449,0778,JHINGARAN,PUNJAB,BANGA,NORTH,144507
450,0779,KARIHA/KARIHAN,PUNJAB,BANGA,NORTH,144508
451,0780,MAJITHMANDI AMRITSAR,PUNJAB,AMRITSAR,NORTH,143001
452,0783,SHARAKPUR,PUNJAB,JALANDHAR,NORTH,144042
453,0784,SAPRORE,PUNJAB,PHAGWARA,NORTH,144403
454,0785,BHAGANA,PUNJAB,PHAGWARA,NORTH,144405
455,0786,CHAK MAI DASS,PUNJAB,NAVASAHER,NORTH,144201
456,0787,CHAUHRA,PUNJAB,GARHSHANKER,NORTH,144527
457,0788,MADHOPUR,PUNJAB,KAPURTHALA,NORTH,144623
458,0789,SEC 22 CHANDIGARH,CHANDIGARH,CHANDIGARH,NORTH,160022
459,0791,JAND,PUNJAB,DASUYA,NORTH,144205
460,0801,TANDA ROAD JALANDHAR,PUNJAB,JALANDHAR,NORTH,144004
461,0802,KAPURTHALA,PUNJAB,KAPURTHALA,NORTH,144601
462,0816,JAGRAON,PUNJAB,JAGRAON,NORTH,142026
463,0826,SECTOR 20D CHANDIGARH,CHANDIGARH,CHANDIGARH,NORTH,160020
464,0834,"BURZULLA SRINAGAR J&K
NOIDA",JAMMU & KASHMIR,SRINAGAR,NORTH,190005
465,0835,"SECTOR 38D CHANDIGARH
TRICITY",CHANDIGARH,CHANDIGARH,NORTH,160038
466,0869,YAMUNANAGAR,HARYANA,YAMUNANAGAR,NORTH,135001
467,0877,SIRSA,HARYANA,SIRSA,NORTH,125055
468,0890,SOLAN,HIMACHAL PRADESH,BAROG,NORTH,173211
469,0895,ANDLU,PUNJAB,OUTER LUDHIANA,NORTH,141108
470,0896,KAKKARWAL,PUNJAB,MALOUT,NORTH,152101
471,0897,BALAD KALAN,PUNJAB,MALOUT,NORTH,152113
472,0898,KHEOWLI,PUNJAB,MALOUT,NORTH,152113
473,0899,LALBAI,PUNJAB,MALOUT,NORTH,152101
474,0903,JATPURA,PUNJAB,OUTER LUDHIANA,NORTH,142034
475,0914,FAZILKA,PUNJAB,FAZILKA,NORTH,152123
476,0919,RAJPURA,PUNJAB,RAJPURA,NORTH,140401
477,0920,MOGA,PUNJAB,MOGA,NORTH,142001
478,0934,PATHANKOT,PUNJAB,PATHANKOT,NORTH,145001
479,0941,CHHAUDHRIWALA,PUNJAB,TARAN,NORTH,143049
480,0942,DANGIAN,PUNJAB,OUTER LUDHIANA,NORTH,142035
481,0943,MEERANKOT KHURD,PUNJAB,AMRITSAR OUTER,NORTH,143101
482,0944,NEW NAG,PUNJAB,AMRITSAR,NORTH,143601
483,0945,SOHAN KALAN,PUNJAB,AMRITSAR,NORTH,143601
484,0946,WARRING,PUNJAB,MUKTSAR EXPANSION,NORTH,152025
485,0949,SADIQ,PUNJAB,FARIDKOT,NORTH,151212
486,0973,KALER,PUNJAB,AMRITSAR OUTER,NORTH,143101
487,0974,GUJJA PEER,PUNJAB,AMRITSAR,NORTH,143102
488,0986,GHILORI,PUNJAB,PATIALA,NORTH,147001
489,0987,TARKHERI KALAN,PUNJAB,PATIALA,NORTH,147104
490,0995,FATEHWAL,PUNJAB,"AMRITSAR CONNECT
INDIA",NORTH,143111
491,0996,TALWANDI KALAN,PUNJAB,OUTER LUDHIANA,NORTH,142025
492,0997,MARDANPUR,PUNJAB,RAJPURA,NORTH,140417
493,1001,SECTOR 26 CHANDIGARH,CHANDIGARH,CHANDIGARH,NORTH,160019
494,1009,TARN TARAN,PUNJAB,PUNJAB,NORTH,149401
495,1023,PHASE 7 MOHALI,PUNJAB,MOHALI,NORTH 2,160062
496,1043,"DUGRI ROAD MODEL
LUDHIANA",PUNJAB,LUDHIANA,NORTH,141002
497,1044,"PUTLIGHARAMRITSARPUNJ
AB",PUNJAB,AMRITSAR,NORTH,143001
498,1046,AMBALA CITY,HARYANA,AMBALA,NORTH,134003
499,1050,BHIWANI,HARYANA,BHIWANI,NORTH 2,127021
500,1051,MALERKOTLA,PUNJAB,MALERKOTLA,NORTH,148023
501,1055,SONIPAT,HARYANA,SONEPAT,NORTH,131001
502,1060,AMBALA CANTT,HARYANA,AMBALA,NORTH,133001
503,1090,GURDASPUR,PUNJAB,GURDASPUR,NORTH,143521
504,1095,FARIDKOT,PUNJAB,FARIDKOT,NORTH,151203
505,1106,"BAHADUR KE ROAD
LUDHIANA",PUNJAB,LUDHIANA,NORTH,141008
506,1108,BHAI DESAN,PUNJAB,TALWANDI EXTENSION,NORTH,151509
507,1109,KAUNI,PUNJAB,FARIDKOT,NORTH,151212
508,1110,TEHNA,PUNJAB,FARIDKOT,NORTH,151203
509,1308,ALHORAN,PUNJAB,NABHA,NORTH,147201
510,1320,GHABDAN PUNJAB,PUNJAB,SANGRUR,NORTH,148001
511,1410,PALWAL,HARYANA,PALWAL,NORTH,121102
512,0750,"MUNSHI PULAIA
LUCKNOW",UTTAR PRADESH,LUCKNOW,NORTH,226016
513,0751,SALUMBAR UDAIPUR,RAJASTHAN,RAJASTHAN,NORTH,313027
514,0753,KARACHIKHANA KANPUR,UTTAR PRADESH,KANPUR,NORTH,208001
515,0754,KAKADEO KANPUR,UTTAR PRADESH,KANPUR,NORTH,208025
516,0761,HARIDWAR,UTTARAKHAND,HARIDWAR,NORTH,249407
517,0765,ROORKEE,UTTARAKHAND,ROORKEE,NORTH,247667
518,0767,ASIND,RAJASTHAN,BHILWARA,WEST,311301
519,0768,FATEHPUR,RAJASTHAN,SIKAR,WEST,332301
520,0781,CIVIL LINES KANPUR,UTTAR PRADESH,KANPUR,NORTH,208001
521,0782,LALSOT DAUSA,RAJASTHAN,SAWAI,NORTH,303503
522,0790,KASYA KUSHINAGAR,UTTAR PRADESH,KUSHINAGAR,NORTH,274402
523,0795,P ROAD KANPUR,UTTAR PRADESH,KANPUR,NORTH,208001
524,0797,KOPAGANJ,UTTAR PRADESH,MAU,NORTH,275305
525,0799,AZAMGARH,UTTAR PRADESH,AZAMGARH,NORTH,276001
526,0800,RAE BAREILLY,UTTAR PRADESH,RAEBARELI EXPANSION,NORTH,229001
527,0809,SALEMPUR,UTTAR PRADESH,DEORIA,NORTH,272945
528,0815,SUKHER,RAJASTHAN,UDAIPUR,WEST,313004
529,0818,PRATAPGARH,UTTAR PRADESH,PRATAPGARH,NORTH,230001
530,0819,"AKBARPUR AMBEDKAR
NAGAR",UTTAR PRADESH,TANDA,NORTH,224122
531,0820,SHYAM NAGAR JAIPUR,RAJASTHAN,JAIPUR,WEST,302019
532,0824,BEHROR,RAJASTHAN,NEEMRANA,WEST,301701
533,0825,NEEM KA THANA,RAJASTHAN,KOTPUTALI,WEST,332713
534,0827,"HALDWANI
UTTARAKHAND",UTTARAKHAND,HALDWANI,NORTH,263141
535,0832,"VRINDAVAN YOJANA
LUCKNOW",UTTAR PRADESH,LUCKNOW,NORTH,226014
536,0833,JAJMAU KANPUR,UTTAR PRADESH,KANPUR,NORTH,208010
537,0847,VRINDAVAN MATHURA,UTTAR PRADESH,MATHURA OFFICE,NORTH,281121
538,0848,SAHARANPUR,UTTAR PRADESH,SAHRANPUR,NORTH,247001
539,0855,SRIGANGANAGAR,RAJASTHAN,SRIGANGANAGAR,NORTH,335001
540,0865,CHHINHAT LUCKNOW,UTTAR PRADESH,LUCKNOW,NORTH,226010
541,0866,"VIDHANSABHA MARG
LUCKNOW",UTTAR PRADESH,LUCKNOW,NORTH,226001
542,0867,DAUSA,RAJASTHAN,DAUSA,NORTH,303303
543,0868,JALOR,RAJASTHAN,JALORE,NORTH,343001
544,0882,PILANI,RAJASTHAN,PILANI VK PLAZA,NORTH,333031
545,0883,"BMCH & RC MALVIYA
NAGAR JAIPUR",RAJASTHAN,JAIPUR,NORTH,302006
546,0889,JAISALMER,RAJASTHAN,JAISALMER,NORTH,345001
547,0929,FALNA,RAJASTHAN,PALI EXPANSION,NORTH,306116
548,0933,AMER ROAD JAIPUR,RAJASTHAN,JAIPUR,NORTH,302002
549,0971,KISHANGARH,RAJASTHAN,KISHANGARH,NORTH,305801
550,0982,32 RB FAKIRWALI,RAJASTHAN,SRIGANGANAGAR,NORTH,335041
551,0983,MORPA,RAJASTHAN,KOTA,NORTH,325204
552,0984,DAHRA,RAJASTHAN,KOTA,NORTH,325203
553,0985,RELGAON,RAJASTHAN,KOTA,NORTH,325203
554,0992,LALEWALA 59 LNP –II,RAJASTHAN,GANGANAGER,NORTH,335061
555,0993,ARAYAN 32F,RAJASTHAN,SRIGANGANAGAR,NORTH,335027
556,0994,NARSINGHPURA 49 LLW,RAJASTHAN,RAJASTHAN,NORTH,335025
557,1010,SIKAR,RAJASTHAN,SIKAR,NORTH,332001
558,1016,SAKET NAGAR KANPUR,UTTAR PRADESH,KANPUR,NORTH,208014
559,1018,CHOMU,RAJASTHAN,JAIPUR CHOMU,NORTH,303702
560,1026,C SCHEME JAIPUR,RAJASTHAN,JAIPUR,NORTH,302001
561,1028,VIBHUTIKHAND LUCKNOW,UTTAR PRADESH,LUCKNOW,NORTH,226010
562,1047,BUDAUN,UTTAR PRADESH,BADAUN,NORTH,243601
563,1054,BAHRAICH,UTTAR PRADESH,BAHRAICH,NORTH,271801
564,1061,GODOWLIYA VARANASI,UTTAR PRADESH,VARANASI,NORTH,221001
565,1062,PALI,RAJASTHAN,PALI EXPANSION,WEST,306401
566,1065,PRATAP NAGAR JAIPUR,RAJASTHAN,JAIPUR,NORTH,302033
567,1077,DHAMPUR UP,UTTAR PRADESH,BIJNORE,NORTH,246761
568,1078,BILARA,RAJASTHAN,JODHPUR,WEST,342602
569,1079,BHINDER,RAJASTHAN,UDAIPUR,NORTH,313603
570,1080,NIMBAHERA,RAJASTHAN,NIMBAHERA,WEST,312601
571,1081,PHALODI,RAJASTHAN,PHALODI,NORTH,342301
572,1085,KUCHAMAN CITY,RAJASTHAN,KUCHAMAN CITY,WEST,341508
573,1094,OSIAN,RAJASTHAN,JODHPUR,WEST,342303
574,1100,LADNU,RAJASTHAN,SUJANGARH,WEST,341306
575,1101,FAIZABAD,UTTAR PRADESH,FAIZABAD,NORTH,224001
576,1105,KAMLA NAGAR AGRA,UTTAR PRADESH,AGRA,NORTH,282005
577,1107,MANDALGARH RAJASTHAN,RAJASTHAN,BHILWARA,WEST,311604
578,1309,MALPURA,RAJASTHAN,TONK,WEST,304502
579,1401,KARELI ALLAHABAD,UTTAR PRADESH,ALLAHABAD,NORTH,211016
580,0004,HYDERABAD,ANDHRA PRADESH,HYDERABAD,SOUTH 1,500003
581,0008,BANGALORE,KARNATAKA,BANGALORE,SOUTH 1,560001
582,0039,BASAVANAGUDI,KARNATAKA,BANGALORE,SOUTH 1,560004
583,0057,VIJAYAWADA,ANDHRA PRADESH,VIJAYAWADA,SOUTH 1,520010
584,0058,HUBLI,KARNATAKA,HUBLI,SOUTH 1,580020
585,0060,MYSORE,KARNATAKA,MYSORE,SOUTH 1,570001
586,0061,GUNTUR,ANDHRA PRADESH,GUNTUR,SOUTH 1,522002
587,0063,KURNOOL,ANDHRA PRADESH,KURNOOL JUNCTION,SOUTH 1,518004
588,0067,MANGALORE,KARNATAKA,MANGALORE,SOUTH 1,575001
589,0071,CHITTOOR,ANDHRA PRADESH,CHITTOOR,SOUTH 1,517001
590,0075,ANANTAPUR,ANDHRA PRADESH,ANANTAPUR,SOUTH 1,515001
591,0076,NELLORE,ANDHRA PRADESH,NELLORE,SOUTH 1,524001
592,0077,GUDIVADA,ANDHRA PRADESH,GUDIWADA REACH,SOUTH 1,521301
593,0081,GAJUWAKA,ANDHRA PRADESH,VISHAKHAPATNAM,SOUTH 1,530026
594,0126,KADAPA,ANDHRA PRADESH,CUDDAPAH,SOUTH 1,516001
595,0131,SHIMOGA,KARNATAKA,SHIMOGA,SOUTH 1,577201
596,0134,WARANGAL,ANDHRA PRADESH,WARANGAL,SOUTH 1,506001
597,0166,MALLESHWARAM,KARNATAKA,BANGALORE,SOUTH 1,560003
598,0178,JAYANAGAR V BLOCK,KARNATAKA,BANGALORE,SOUTH 1,560041
599,0183,KODAD,ANDHRA PRADESH,KODAD REACH,SOUTH 1,508206
600,0207,MIRYALGUDA,ANDHRA PRADESH,MIRYALGUDA REACH,SOUTH 1,508207
601,0213,BOMASANDRA,KARNATAKA,BANGALORE,SOUTH 1,560099
602,0214,HOSUR,TAMIL NADU,HOSUR,SOUTH 1,635109
603,0220,MARATHALLI,KARNATAKA,BANGALORE,SOUTH 1,560037
604,0222,BIDADI,KARNATAKA,BIDADI,SOUTH 1,562109
605,0223,THIPPASANDRA,KARNATAKA,BANGALORE,SOUTH 1,560086
606,0226,MADHAPUR,ANDHRA PRADESH,HYDERABAD,SOUTH 1,500035
607,0229,JAKKASANDRA,KARNATAKA,BANGALORE,SOUTH 1,560034
608,0231,GADDIANNARAM,ANDHRA PRADESH,HYDERABAD,SOUTH 1,500060
609,0253,MEDAK,ANDHRA PRADESH,MEDAK REACH,SOUTH 1,502110
610,0261,NIZAMPET,ANDHRA PRADESH,HYDERABAD,SOUTH 1,500090
611,0288,DEVANAHALLI,KARNATAKA,DEVANHALLI,SOUTH 1,562110
612,0289,MIYAPUR,ANDHRA PRADESH,HYDERABAD,SOUTH 1,500052
613,0290,KARKHAANA,ANDHRA PRADESH,HYDERABAD,SOUTH 1,500009
614,0292,SADASIVPET,ANDHRA PRADESH,SANGAREDDY,SOUTH 1,502291
615,0293,VICRABAD,ANDHRA PRADESH,VIKARABAD REACH,SOUTH 1,501101
616,0294,HBR LAYOUT,KARNATAKA,BANGALORE,SOUTH 1,560043
617,0295,SARPAVARAM,ANDHRA PRADESH,KAKINADA,SOUTH 1,533003
618,0309,KOTHAVALASA,ANDHRA PRADESH,PENDURTHY,SOUTH 1,535183
619,0310,NAKAPALLE,ANDHRA PRADESH,TUNI,SOUTH 1,531081
620,0320,SOMAJIGUDA,ANDHRA PRADESH,HYDERABAD,SOUTH 1,500082
621,0329,KOMPALLY,ANDHRA PRADESH,HYDERABAD,SOUTH 1,500014
622,0331,NEELAMANGALA,KARNATAKA,BANGALORE,SOUTH 1,562123
623,0333,SADASHIVNAGAR,KARNATAKA,BANGALORE,SOUTH 1,560080
624,0354,JP NAGAR 6TH PHASE,KARNATAKA,BANGALORE,SOUTH 1,560078
625,0356,TOLICHOWKI,ANDHRA PRADESH,HYDERABAD,SOUTH 1,500008
626,0359,RAJAMUNDHRY,ANDHRA PRADESH,RAJAHMUNDRY,SOUTH 1,533103
627,0364,CHICKMAGALUR,KARNATAKA,CHIKMAGALUR,SOUTH 1,577101
628,0390,RAMACHANDRAPURAM,ANDHRA PRADESH,WARDA,SOUTH 1,533255
629,0496,CHOUTUPPAL,ANDHRA PRADESH,CHOUTUPPAL REACH,SOUTH 1,508252
630,0504,BANJARA HILL,ANDHRA PRADESH,HYDERABAD,SOUTH 1,500034
631,0569,KUKATPALLY HYDERABAD,ANDHRA PRADESH,HYDERABAD,SOUTH 1,500072
632,0570,TARNAKA HYD,ANDHRA PRADESH,HYDERABAD,SOUTH 1,500017
633,0575,"SAHAKARANAGAR
BANGALORE",KARNATAKA,BANGALORE,SOUTH 1,560092
634,0576,UDYAVARA,KARNATAKA,MANIPAL,SOUTH 1,574118
635,0581,VISAKHAPATNAM,ANDHRA PRADESH,VISHAKHAPATNAM,SOUTH 1,530002
636,0681,SEETHAMDHARA,ANDHRA PRADESH,VISHAKHAPATNAM,SOUTH 1,530013
637,0740,"AS RAO NAGAR
HYDERABAD",ANDHRA PRADESH,HYDERABAD,SOUTH 1,500062
638,0741,"RAJARAJESHWARI NAGAR
BANGALORE",KARNATAKA,BANGALORE,SOUTH 1,560098
639,0771,DWARKANAGAR VIZAG,ANDHRA PRADESH,VISHAKHAPATNAM,SOUTH,530016
640,0810,S R NAGAR HYDERABAD,TELANGANA,HYDERABAD,SOUTH,500038
641,0823,"ONE TOWN AREA
VIJAYWADA",ANDHRA PRADESH,VIJAYAWADA,SOUTH,520001
642,0839,LBNAGAR HYDERABAD,TELANGANA,HYDERABAD,SOUTH,500074
643,0845,KOTHAPET GUNTUR,ANDHRA PRADESH,GUNTUR,SOUTH,522001
644,0864,GACHIBOWLI HYDERABAD,TELANGANA,HYDERABAD,SOUTH,500032
645,0876,TANUKU,ANDHRA PRADESH,TANUKU,SOUTH,534211
646,0893,AMALAPURAM,ANDHRA PRADESH,AMALAPURAM,SOUTH,533201
647,0894,WHITEFIELD BANGALORE,KARNATAKA,BANGALORE,SOUTH,560048
648,0948,CHINAMIRAM,ANDHRA PRADESH,BHIMAVARAM,SOUTH,534204
649,0269,AUNDH,MAHARASHTRA,PUNE,WEST,411004
650,0271,PIMPRI CHINCHWAD,MAHARASHTRA,PUNE,WEST,411019
651,0274,C A ROAD,MAHARASHTRA,NAGPUR,WEST,440008
652,0307,KALYANI NAGAR,MAHARASHTRA,PUNE,WEST,411014
653,0380,VIMAN NAGAR,MAHARASHTRA,PUNE,WEST,411014
654,0384,KOTHRUD,MAHARASHTRA,PUNE,WEST,411038
655,0386,PORVORIM,GOA,PERNEM,WEST,403512
656,0399,SHIKRAPUR,MAHARASHTRA,SANASWADI,WEST,412208
657,0416,CHANDRAPUR,MAHARASHTRA,CHANDRAPUR,WEST,442402
658,0477,ARWADE,MAHARASHTRA,TASGAON,WEST,416312
659,0478,DARODA,MAHARASHTRA,MAHARSTRA,WEST,442307
660,0488,YERLA,MAHARASHTRA,NAGPUR,WEST,441501
661,0490,GIJAVANE,MAHARASHTRA,KOLHAPUR,WEST,412516
662,0494,KARMOLI,MAHARASHTRA,PIRANGUT,WEST,412108
663,0527,"KINGSWAY SADAR
NAGPUR",MAHARASHTRA,NAGPUR,WEST,440001
664,0539,BHOKARA,MAHARASHTRA,NAGPUR,WEST,441111
665,0545,JARIPATKA NAGPUR,MAHARASHTRA,NAGPUR,WEST,440014
666,0547,DHANTOLI NAGPUR,MAHARASHTRA,NAGPUR,WEST,440012
667,0560,BYRAMJI TOWN NAGPUR,MAHARASHTRA,NAGPUR,WEST,440013
668,0561,WARDHA ROAD NAGPUR,MAHARASHTRA,NAGPUR,WEST,440015
669,0583,SOLAPUR,MAHARASHTRA,SOLAPUR,WEST,413001
670,0584,AMRAVATI,MAHARASHTRA,AMRAVATI,WEST,444601
671,0585,SATARA,MAHARASHTRA,SATARA,WEST,415001
672,0589,AKOLA,MAHARASHTRA,AKOLA,WEST,444001
673,0644,SONALI,MAHARASHTRA,GADHINGLAJ,WEST,416219
674,0645,ARJUNWADA,MAHARASHTRA,KOLAPUR,WEST,416208
675,0646,DHARANGUTTI,MAHARASHTRA,KOLAPUR,WEST,416102
676,0647,KERLE,MAHARASHTRA,KOLHAPUR,WEST,416229
677,0648,GHOGAON,MAHARASHTRA,PALUS,WEST,416309
678,0649,RAMAPUR,MAHARASHTRA,SANGALI,WEST,415303
679,0650,SANDGEWADI,MAHARASHTRA,PALUS,WEST,416310
680,0651,DAHIWADI,MAHARASHTRA,TASGAON,WEST,416311
681,0652,GHATNANDRE,MAHARASHTRA,SANGALI,WEST,416405
682,0653,CHOKAK,MAHARASHTRA,ICHALKARANJI,WEST,416118
683,0688,DINDNEVLI,MAHARASHTRA,KAGAL,WEST,416207
684,0689,MALE,MAHARASHTRA,KOLHAPUR,WEST,416114
685,0690,BASARGE,MAHARASHTRA,KOLHAPUR,WEST,416506
686,0691,BOLWAD,MAHARASHTRA,SANGLI,WEST,416410
687,0692,WASUMBE,MAHARASHTRA,TASGAON,WEST,416312
688,0693,PADAVALWADI,MAHARASHTRA,SANGALI,WEST,416313
