Sr No,BRANCH CODE,BRANCH NAME,STATE,CITY,ZONE,PIN CODE
689,0694,KANDALGAON,MAHARASHTRA,KOLHAPUR,WEST,416013
690,0705,MEDICAL SQUARE NAGPUR,MAHARASHTRA,NAGPUR,WEST,440009
691,0725,FRIENDS COLONY NAGPUR,MAHARASHTRA,NAGPUR,WEST,440013
692,0746,BHANDARKAR ROAD PUNE,MAHARASHTRA,PUNE,WEST,411004
693,0830,SHIRWAL SATARA,MAHARASHTRA,SHIRWAL,WEST,412801
694,0837,RATNAGIRI,MAHARASHTRA,RATNAGIRI,WEST,415612
695,0967,"SANJAYNAGAR
BANGALORE",KARNATAKA,BANGALORE,SOUTH,560094
696,1004,NUZVID,ANDHRA PRADESH,NUZVID,SOUTH,521201
697,1013,HSR LAYOUT BANGALORE,KARNATAKA,BANGALORE,SOUTH,560102
698,1014,K H ROAD BANGALORE,KARNATAKA,BANGALORE,SOUTH,560027
699,1015,"YELAHANKA NEW TOWN
BANGALORE",KARNATAKA,BANGALORE,SOUTH,560064
700,1052,"HIMAYATNAGAR
HYDERABAD",TELANGANA,HYDERABAD,SOUTH,500029
701,1063,TIRUPATHI,ANDHRA PRADESH,TIRUPATI,SOUTH,517501
702,1082,RAGADAPA,TELANGANA,MIRYALGUDA REACH,SOUTH,508207
703,1086,BELGAUM,KARNATAKA,BELGAUM,SOUTH,590006
704,1091,JUBILEE HILLS HYDERABAD,TELANGANA,HYDERABAD,SOUTH,500033
705,1099,ELURU,ANDHRA PRADESH,ELURU,SOUTH,534002
706,1103,"VIDYARANYAPURA
BANGALORE",KARNATAKA,BANGALORE,SOUTH,560097
707,1400,MVP COLONY VIZAG,ANDHRA PRADESH,VISHAKHAPATNAM,SOUTH,530017
708,1405,"EAST MARREDAPALLY
HYDERABAD",TELANGANA,HYDERABAD,SOUTH,500026
709,1407,"JAMBUVARIPALLE
BANGARUPALEM",ANDHRA PRADESH,CHITTOOR,SOUTH,517416
710,1408,HUZURABAD,TELANGANA,"KESHAVAPATNAM
REACH",SOUTH,505468
711,1420,RT NAGAR BANGALORE,KARNATAKA,BANGALORE,SOUTH,560032
712,0007,CHENNAI,TAMIL NADU,CHENNAI,SOUTH 2,600034
713,0010,KOCHI,KERALA,KOCHI,SOUTH 2,682035
714,0021,COIMBATORE,TAMIL NADU,COIMBATORE,SOUTH 2,641037
715,0034,ERODE,TAMIL NADU,ERODE,SOUTH 2,638011
716,0046,ANNANAGAR,TAMIL NADU,CHENNAI,SOUTH 2,600040
717,0050,THIRUVANTHAPURAM,KERALA,"THIRUVANANTHAPURA
M",SOUTH 2,695010
718,0051,ADYAR,TAMIL NADU,CHENNAI,SOUTH 2,600020
719,0080,AVINASHI,TAMIL NADU,AVINASHI,SOUTH 2,641654
720,0087,KAZHAKUTTOM,KERALA,"THIRUVANANTHAPURA
M",SOUTH 2,695581
721,0091,KAKKANAD,KERALA,KAKKANAD,SOUTH 2,682037
722,0095,PALAKKAD,KERALA,PALAKKAD,SOUTH 2,678007
723,0110,ALAPPUZHA,KERALA,ALLEPPEY,SOUTH 2,688013
724,0115,TIRUCHIRAPALLI,TAMIL NADU,TIRUCHIRAPALLI,SOUTH 2,620001
725,0116,SALEM,TAMIL NADU,SALEM,SOUTH 2,636016
726,0-0117,1-MADURAI,2-TAMIL NADU,3-MADURAI,4-SOUTH 2,5-625002
727,0118,PONDICHERRY,PONDICHERRY,PONDICHERRY,SOUTH 2,605001
728,0120,KOLLAM,KERALA,KOLLAM,SOUTH 2,691001
729,0135,VELLORE,TAMIL NADU,VELLORE,SOUTH 2,632004
730,0144,KOZHIKODE,KERALA,KOZHIKODE,SOUTH 2,673001
731,0167,RAJAJI SALAI,TAMIL NADU,CHENNAI,SOUTH 2,600001
732,0174,RAMNAGAR,TAMIL NADU,COIMBATORE,SOUTH 2,641009
733,0177,ASHOK NAGAR,TAMIL NADU,CHENNAI,SOUTH 2,600083
734,0180,TRISSUR,KERALA,THRISSUR,SOUTH 2,680022
735,0182,COONOOR,TAMIL NADU,COONOOR,SOUTH 2,643101
736,0186,KOTTAYAM,KERALA,KOTTAYAM,SOUTH 2,686002
737,0187,KANNUR,KERALA,KANNUR,SOUTH 2,670001
738,0188,MALAPPURAM,KERALA,MALAPPURAM,SOUTH 2,676519
739,0189,NAMAKKAL,TAMIL NADU,NAMAKKAL,SOUTH 2,637001
740,0192,THIRUVALLA,KERALA,THIRUVALLA,SOUTH 2,689101
741,0201,SIVAKASI,TAMIL NADU,SIVAKASI,SOUTH 2,626123
742,0202,DHARMAPURI,TAMIL NADU,DHARMAPURI,SOUTH 2,636705
743,0203,SANKARI,TAMIL NADU,SANKARIDURG,SOUTH 2,637301
744,0204,KARUR,TAMIL NADU,KARUR,SOUTH 2,639002
745,0210,PERINTHALMANNA,KERALA,PERINTALMANNA,SOUTH 2,679322
746,0211,KATTAPPANA,KERALA,KATTAPPANA,SOUTH 2,685508
747,0227,ALUVA,KERALA,ALUWA,SOUTH 2,683101
748,0230,MOWLIVAKKAM,TAMIL NADU,CHENNAI,SOUTH 2,600116
749,0236,MADIPPAKKAM,TAMIL NADU,CHENNAI,SOUTH 2,600091
750,0247,ARANTHANGI,TAMIL NADU,ARANTHANGI,SOUTH 2,614616
751,0248,THIRUVALLUR,TAMIL NADU,TIRUVALLUR REACH,SOUTH 2,602001
752,0257,ADOOR,KERALA,ADUR,SOUTH 2,691523
753,0291,SRIPERUMBUDUR,TAMIL NADU,SRIPERUMBUDUR,SOUTH 2,602105
754,0296,SIRKALI,TAMIL NADU,SIRKALI,SOUTH 2,609110
755,0315,TEYNAMPET,TAMIL NADU,CHENNAI,SOUTH 2,600018
756,0327,OMALUR,TAMIL NADU,OMALUR,SOUTH 2,636455
757,0328,T NAGAR,TAMIL NADU,CHENNAI,SOUTH 2,600017
758,0339,VALSARAVAKKAM,TAMIL NADU,CHENNAI,SOUTH 2,600087
759,0361,KILPAUK,TAMIL NADU,CHENNAI,SOUTH 2,600010
760,0363,THRIPPUNITHARA,KERALA,TRIPUNITHURA,SOUTH 2,682301
761,0381,AMINJIKARAI,TAMIL NADU,CHENNAI,SOUTH 2,600029
762,0387,TUTICORIN,TAMIL NADU,TUTICORIN,SOUTH 2,628002
763,0388,MEDAVAKKAM,TAMIL NADU,PALLIKARNAI,SOUTH 2,600100
764,0391,DINDIGUL,TAMIL NADU,DINDIGUL,SOUTH 2,624001
765,0392,KESAVADASAPURAM,KERALA,"THIRUVANANTHAPURA
M",SOUTH 2,695004
766,0413,KODUNGALLUR,KERALA,KODUNGALLUR,SOUTH 2,680664
767,0492,KASARGOD,KERALA,KASARAGOD,SOUTH 2,671121
768,0521,R S PURAM,TAMIL NADU,COIMBATORE,SOUTH 2,641002
769,0564,"CHANGANACHERRY/CHAN
GANASSERY",KERALA,CHANGANACHERRY,SOUTH 2,686101
770,0567,"EAST MOGAPPAIR
CHENNAI",TAMIL NADU,CHENNAI,SOUTH 2,600037
771,0580,TIRUPUR,TAMIL NADU,TIRUPUR,SOUTH 2,641604
772,0606,VELACHERRY,TAMIL NADU,CHENNAI,SOUTH 2,600042
773,0760,PALARIVATTOM KOCHI,KERALA,KOCHI,SOUTH,682025
774,0803,ROYAPETTAH CHENNAI,TAMIL NADU,CHENNAI,SOUTH,600014
775,0822,"WEST ANNA NAGAR
CHENNAI",TAMIL NADU,CHENNAI,SOUTH,600040
776,0840,"SAI BABA COLONY
COIMBATORE",TAMIL NADU,COIMBATORE,SOUTH,641011
777,0853,"OPPANAKARA STREET
COIMBATORE",TAMIL NADU,COIMBATORE,SOUTH,641001
778,0854,"CHINMAY NAGAR
CHENNAI",TAMIL NADU,CHENNAI,SOUTH,600092
779,0859,"RAMANATHAPURAM
COIMBATORE",TAMIL NADU,COIMBATORE,SOUTH,641045
780,0860,"NELSON MANICKAM ROAD
CHENNAI",TAMIL NADU,CHENNAI,SOUTH,600029
781,0885,"JAWAHAR ROAD
KADAVANTHARA KOCHI",KERALA,KOCHI,SOUTH,682020
782,0912,GOBICHETTIPALAYAM,TAMIL NADU,GOBICHETTIPALAYAM,SOUTH,638452
783,0913,VADAVALLI COIMBATORE,TAMIL NADU,COIMBATORE,SOUTH,641041
784,0930,KARAMANA TRIVANDRUM,KERALA,"THIRUVANANTHAPURA
M",SOUTH,695002
785,0931,K K NAGAR CHENNAI,TAMIL NADU,CHENNAI,SOUTH,600078
786,0932,PERUNGUDI CHENNAI,TAMIL NADU,CHENNAI,SOUTH,600096
787,0965,"TRICHY ROAD
COIMBATORE",TAMIL NADU,COIMBATORE,SOUTH,641018
788,0966,ALWARPET CHENNAI,TAMIL NADU,CHENNAI,SOUTH,600018
789,0991,THODUPUZHA,KERALA,THODUPUZHA,SOUTH,685584
790,1005,VIRUDHUNAGAR,TAMIL NADU,VIRUDHUNAGAR,SOUTH,626001
791,1011,SELAIYUR CHENNAI,TAMIL NADU,CHENNAI,SOUTH,600073
792,1017,"GN MILLS METTUPALAYAM
COIMBATORE",TAMIL NADU,COIMBATORE,SOUTH,641030
793,1048,MAYILADUTHURAI,TAMIL NADU,MAYILADUTHURAI,SOUTH,609001
794,1053,"POONAMALLEE HIGH
ROAD CHENNAI",TAMIL NADU,CHENNAI,SOUTH,600084
795,1066,EDAPALLI KOCHI,KERALA,KOCHI,SOUTH,682024
796,1092,GANAPATHY COIMBATORE,TAMIL NADU,COIMBATORE,SOUTH,641006
797,1097,KOTTIVAKKAM,TAMIL NADU,CHENNAI,SOUTH,600041
798,1340,ARAKKONAM,TAMIL NADU,ARAKKONAM REACH,SOUTH,631101
799,1370,TAMBARAM CHENNAI,TAMIL NADU,CHENNAI,SOUTH,600045
800,0001,OPERA HOUSE,MAHARASHTRA,MUMBAI,WEST,400004
801,0003,BANDRA,MAHARASHTRA,MUMBAI,WEST,400050
802,0006,NARIMAN POINT,MAHARASHTRA,MUMBAI,WEST,400021
803,0018,ANDHERI,MAHARASHTRA,MUMBAI,WEST,400059
804,0024,VASHI,MAHARASHTRA,NAVIMUMBAI,WEST,400705
805,0028,LOKHANDWALA,MAHARASHTRA,MUMBAI,WEST,400053
806,0033,FORT,MAHARASHTRA,MUMBAI,WEST,400001
807,0040,THANE,MAHARASHTRA,MUMBAI,WEST,400602
808,0047,MULUND,MAHARASHTRA,MUMBAI,WEST,400080
809,0048,KANDIVALI,MAHARASHTRA,MUMBAI,WEST,400067
810,0053,CHEMBUR,MAHARASHTRA,MUMBAI,WEST,400071
811,0056,DADAR,MAHARASHTRA,MUMBAI,WEST,400019
812,0093,PANVEL,MAHARASHTRA,NAVIMUMBAI,WEST,410206
813,0152,GHATKOPAR,MAHARASHTRA,MUMBAI,WEST,400077
814,0153,JUHU,MAHARASHTRA,MUMBAI,WEST,400049
815,0154,KALYAN,MAHARASHTRA,KALYAN,WEST,421301
816,0165,BORIVALI,MAHARASHTRA,MUMBAI,WEST,400092
817,0179,MALAD WEST,MAHARASHTRA,MUMBAI,WEST,400064
818,0237,VASAI,MAHARASHTRA,MUMBAI,WEST,401202
819,0267,NERUL,MAHARASHTRA,NAVIMUMBAI,WEST,400706
820,0268,VILE PARLE EAST,MAHARASHTRA,MUMBAI,WEST,400057
821,0270,BHIWANDI MUMBAI,MAHARASHTRA,BHIWANDI,WEST,421302
822,0332,PRABHADEVI,MAHARASHTRA,MUMBAI,WEST,400025
823,0341,LOWER PAREL,MAHARASHTRA,MUMBAI,WEST,400013
824,0342,BKC,MAHARASHTRA,MUMBAI,WEST,400051
825,0352,KHAR,MAHARASHTRA,MUMBAI,WEST,400052
826,0353,PEDDAR ROAD,MAHARASHTRA,MUMBAI,WEST,400026
827,0357,GHODBUNDER ROAD,MAHARASHTRA,MUMBAI,WEST,400607
828,0358,KHARGHAR,MAHARASHTRA,NAVIMUMBAI,WEST,410210
829,0367,KANJURMARG,MAHARASHTRA,MUMBAI,WEST,400078
830,0402,KANDIVALI EAST,MAHARASHTRA,MUMBAI,WEST,400101
831,0406,VASHI SEC 17,MAHARASHTRA,NAVIMUMBAI,WEST,400703
832,0430,KALBADEVI,MAHARASHTRA,MUMBAI,WEST,400002
833,0450,DOMBIVALI EAST,MAHARASHTRA,DOMBIVALI,WEST,421201
834,0470,CRAWFORD MARKET,MAHARASHTRA,MUMBAI,WEST,400001
835,0497,"HIRANANDANI GARDENS
POWAI",MAHARASHTRA,MUMBAI,WEST,400076
836,0503,MAHIM,MAHARASHTRA,MUMBAI,WEST,400016
837,0582,BHAYENDAR,MAHARASHTRA,MUMBAI,WEST,401105
838,0599,CBD BELAPUR,MAHARASHTRA,NAVIMUMBAI,WEST,400614
839,0600,MIRA ROAD,MAHARASHTRA,MUMBAI,WEST,401107
840,0605,ULHASNAGAR,MAHARASHTRA,ULHASNAGAR,WEST,421003
841,0737,MASJID BUNDER MUMBAI,MAHARASHTRA,MUMBAI,WEST,400009
842,0838,"KOPARKHAIRANE NAVI
MUMBAI",MAHARASHTRA,NAVIMUMBAI,WEST,400709
843,0846,"VASANT VIHAR THANE
MUMBAI",MAHARASHTRA,MUMBAI,WEST,400610
844,0862,GOREGAON MUMBAI,MAHARASHTRA,MUMBAI,WEST,400063
845,0908,"KALANAGAR BKC
MUMBAI",MAHARASHTRA,MUMBAI,WEST,400051
846,0989,"MAJIWADA THANE
MUMBAI",MAHARASHTRA,MUMBAI,WEST,400604
847,1000,"NALASOPARA THANE
MUMBAI",MAHARASHTRA,MUMBAI,WEST,401209
848,1008,COLABA MUMBAI,MAHARASHTRA,MUMBAI,WEST,400039
849,1025,KAMOTHE NEW MUMBAI,MAHARASHTRA,NAVIMUMBAI,WEST,410209
850,1027,"GOREGAON WEST
MUMBAI",MAHARASHTRA,MUMBAI,WEST,400104
851,1037,AMBOLI MUMBAI,MAHARASHTRA,MUMBAI,WEST,400058
852,1074,"FOUR BUNGLOWS
MUMBAI",MAHARASHTRA,MUMBAI,WEST,400053
853,1075,SAKI NAKA MUMBAI,MAHARASHTRA,MUMBAI,WEST,400072
854,1096,OSHIWARA MUMBAI,MAHARASHTRA,MUMBAI,WEST,400053
855,1104,DADAR TT MUMBAI,MAHARASHTRA,MUMBAI,WEST,400014
856,1360,"SANTACRUZ EAST KALINA
MUMBAI",MAHARASHTRA,MUMBAI,WEST,400098
857,0829,CHAKAN PUNE,MAHARASHTRA,CHAKAN,WEST,410501
858,0843,BANER PUNE,MAHARASHTRA,PUNE,WEST,411045
859,0863,NIGDI PUNE,MAHARASHTRA,PUNE,WEST,411044
860,0881,FATIMA NAGAR PUNE,MAHARASHTRA,PUNE,WEST,411040
861,0999,WAKAD PUNE,MAHARASHTRA,PUNE,WEST,411057
862,1002,KHARADI PUNE,MAHARASHTRA,PUNE,WEST,411014
863,1007,SAHAKAR NAGAR PUNE,MAHARASHTRA,PUNE,WEST,411009
864,1033,BAVDHAN PUNE,MAHARASHTRA,PUNE,WEST,411021
865,1038,KARVE NAGARPUNE,MAHARASHTRA,PUNE,WEST,411052
866,1039,PIMPLE NILAKH PUNE,MAHARASHTRA,PUNE,WEST,411027
867,1073,PAUD ROAD PUNE,MAHARASHTRA,PUNE,WEST,411038
868,1390,MAGARPATTA ROAD PUNE,MAHARASHTRA,PUNE,WEST,411028
869,0009,AHMEDABAD,GUJARAT,AHMEDABAD,WEST,380006
870,0011,INDORE 1 PALASIA,MADHYA PRADESH,INDORE,WEST,452001
871,0017,VADODARA,GUJARAT,BARODA,WEST,390007
872,0023,SURAT,GUJARAT,SURAT,WEST,395002
873,0042,BHOPAL,MADHYA PRADESH,BHOPAL,WEST,462011
874,0065,JAMNAGAR,GUJARAT,JAMNAGAR,WEST,361001
875,0066,GANDHIDHAM,GUJARAT,GANDHIDHAM,WEST,370201
876,0078,BHAVNAGAR,GUJARAT,BHAVNAGAR,WEST,364002
877,0079,RAJKOT,GUJARAT,RAJKOT,WEST,360001
878,0082,MORBI,GUJARAT,MORBI,WEST,363641
879,0085,VAPI,GUJARAT,VAPI,WEST,396195
880,0089,DHARMAJ,GUJARAT,BORSAD,WEST,388430
881,0092,VALSAD,GUJARAT,VALSAD,WEST,396001
882,0094,BARDOLI,GUJARAT,BARDOLI,WEST,394601
883,0122,JABALPUR,MADHYA PRADESH,JABALPUR,WEST,482001
884,0123,GWALIOR,MADHYA PRADESH,GWALIOR,WEST,474011
885,0155,ANAND,GUJARAT,ANAND,WEST,388001
886,0172,MANJALPUR,GUJARAT,BARODA,WEST,390004
887,0175,MANINAGAR,GUJARAT,AHMEDABAD,WEST,380008
888,0176,SAMROLI,GUJARAT,BILLIMORA,WEST,396521
889,0194,CHHINDWARA,MADHYA PRADESH,"CHHINDWARA
EXPANSION",WEST,480001
890,0196,MEHSANA,GUJARAT,MEHSANA,WEST,384002
891,0205,AMALSAD,GUJARAT,BILLIMORA,WEST,396310
892,0221,HAZIRA,GUJARAT,HAZIRA,WEST,394516
893,0232,BODAKDEV,GUJARAT,AHMEDABAD,WEST,380054
894,0240,RAJPIPLA,GUJARAT,RAJPIPLA,WEST,393145
895,0241,SHUJALPUR,MADHYA PRADESH,ASHTA,WEST,465333
896,0242,BARWANI,MADHYA PRADESH,BARWANI,WEST,451551
897,0243,MANDLA,MADHYA PRADESH,MANDLA,WEST,481661
898,0265,KAMREJ,GUJARAT,KAMREJ,WEST,394185
899,0272,NAVSARI,GUJARAT,NAVSARI,WEST,396445
900,0273,GANDHINAGAR,GUJARAT,GANDHINAGAR,WEST,382011
901,0300,GOHAD,MADHYA PRADESH,GWALIOR,WEST,477116
902,0308,BHUJ,GUJARAT,BHUJ,WEST,370001
903,0317,ASHTA,MADHYA PRADESH,ASHTA,WEST,466116
904,0-0322,1-MAIHAR,2-MADHYA PRADESH,3-MAIHAR,4-WEST,5-485771
905,0323,PANDHURNA,MADHYA PRADESH,PANDHURNA,WEST,480334
906,0330,PRAHLAD NAGAR,GUJARAT,AHMEDABAD,WEST,380051
907,0336,PIPARIYA,MADHYA PRADESH,PIPARIA,WEST,461775
908,0378,INDORE 2 SAPAN SANEETA,MADHYA PRADESH,INDORE,WEST,452004
909,0400,NADIAD,GUJARAT,NADIAD,WEST,387001
910,0403,RAJKOT 2,GUJARAT,RAJKOT,WEST,360007
911,0414,NARANPAR PASAYALI,GUJARAT,BHUJ,WEST,370429
912,0415,ANKLESHWAR,GUJARAT,ANKLESHWAR,WEST,393001
913,0448,ORCHHA,MADHYA PRADESH,TIKAMGARH,WEST,472246
914,0449,HOSHANGABAD,MADHYA PRADESH,HOSHANGABAD,WEST,461001
915,0455,CHANGODAR,GUJARAT,BAVLA,WEST,382213
916,0458,BINA,MADHYA PRADESH,BINA,WEST,470113
917,0473,BADJHIRI,MADHYA PRADESH,BHOPAL,WEST,462044
918,0476,DIWANGANJ,MADHYA PRADESH,VIDISHA,WEST,464651
919,0480,UDWADA,GUJARAT,VAPI,WEST,396185
920,0485,KHURERI,MADHYA PRADESH,GWALIOR,WEST,474006
921,0486,RAIRU,MADHYA PRADESH,GWALIOR,WEST,474010
922,0487,SIROL,MADHYA PRADESH,GWALIOR,WEST,474006
923,0500,UMARIYA,MADHYA PRADESH,PITHAMPUR,WEST,453331
924,0501,TALAWALI CHANDA,MADHYA PRADESH,INDORE,WEST,453771
925,0502,KOLUKHEDI BHOPAL,MADHYA PRADESH,BHOPAL,WEST,462030
926,0505,KURANA,MADHYA PRADESH,KAROND,WEST,462036
927,0509,SUKHA,MADHYA PRADESH,JABALPUR,WEST,482002
928,0517,WARASIA,GUJARAT,BARODA,WEST,390006
929,0523,GOTRI ROAD BARODA,GUJARAT,BARODA,WEST,390007
930,0524,NIZAMPURA BARODA,GUJARAT,BARODA,WEST,390001
931,0525,DANDIA BAZAAR BARODA,GUJARAT,BARODA,WEST,390001
932,0529,RAU INDORE,MADHYA PRADESH,PITHAMPUR,WEST,453331
933,0530,VASNA ROAD BARODA,GUJARAT,BARODA,WEST,390007
934,0535,KALOD KARTAL,MADHYA PRADESH,INDORE,WEST,452020
935,0536,BHESLAY,MADHYA PRADESH,INDORE,WEST,453332
936,0537,DEONAGAR,MADHYA PRADESH,SIHORA,WEST,483222
937,0538,DHOLANKHAPA,MADHYA PRADESH,PANDHURNA,WEST,480334
938,0551,SUBHANPURA BARODA,GUJARAT,BARODA,WEST,390023
939,0572,KAREILIBAUG BARODA,GUJARAT,BARODA,WEST,390018
940,0573,VARACHHA ROAD SURAT,GUJARAT,SURAT,WEST,395006
941,0579,HARNIYA KHEDI,MADHYA PRADESH,INDORE,WEST,453446
942,0622,"AHMEDABAD ASHRAM
ROAD",GUJARAT,AHMEDABAD,WEST,380009
943,0623,ASRAWAD BUZURG,MADHYA PRADESH,INDORE,WEST,452016
944,0624,SUTAR KHEDI,MADHYA PRADESH,MHOW,WEST,453441
945,0626,ASRAWAD KHURD,MADHYA PRADESH,INDORE,WEST,452020
946,0627,UMRIKHEDA,MADHYA PRADESH,INDORE,WEST,452007
947,0628,BILAWALI,MADHYA PRADESH,INDORE,WEST,452020
948,0629,AHIRKHEDI,MADHYA PRADESH,INDORE,WEST,452009
949,0630,SANAWADIYA,MADHYA PRADESH,INDORE,WEST,452016
950,0631,BHAVANIPURA,GUJARAT,PETLAD,WEST,388450
951,0632,HERANJ,GUJARAT,NADIAD,WEST,387330
952,0633,MANKWA,GUJARAT,KHEDA EXPANSION,WEST,387130
953,0634,KACHHAI,GUJARAT,KHEDA EXPANSION,WEST,387130
954,0635,GHORA,GUJARAT,UMRETH,WEST,388220
955,0636,SANTHAL,GUJARAT,MEHSANA,WEST,384430
956,0637,KATOSAN/KHADOSAN,GUJARAT,MEHSANA,WEST,384310
957,0638,KHERDA,GUJARAT,UMRETH,WEST,388365
958,0639,BECHARI,GUJARAT,UMRETH,WEST,388220
959,0640,DHEDHAL,GUJARAT,BAVLA,WEST,382220
960,0641,VADU,GUJARAT,KHARALU,WEST,384315
961,0642,VANAGLA,GUJARAT,KHARALU,WEST,384170
962,0643,MEVAD,GUJARAT,MEHSANA,WEST,382710
963,0665,"AHMEDABAD SHYAMAL
CROSS ROAD SHANGRILA",GUJARAT,AHMEDABAD,WEST,380015
964,0666,AHMEDABAD ODHAV,GUJARAT,AHMEDABAD,WEST,382415
965,0667,AHMEDABAD CG ROAD,GUJARAT,AHMEDABAD,WEST,380009
966,0671,BARODA NEW SAMA,GUJARAT,BARODA,WEST,390024
967,0676,AHMEDABAD BOPAL,GUJARAT,AHMEDABAD,WEST,380058
968,0677,BARODA WAGHODIA,GUJARAT,BARODA,WEST,390019
969,0678,"AHMEDABAD VIJAY
CROSS ROAD",GUJARAT,AHMEDABAD,WEST,380009
970,0683,"BARODA ANAND VALABH
VIDYA NAGAR",GUJARAT,ANAND,WEST,388120
971,0684,PANELI,GUJARAT,MORBI,WEST,363642
972,0685,RANGPAR,GUJARAT,MORBI,WEST,363641
973,0686,CHORDI,GUJARAT,GONDAL,WEST,360311
974,0687,DHANALI,GUJARAT,MEHSANA,WEST,382732
975,0706,AHMEDABAD NIKOL,GUJARAT,AHMEDABAD,WEST,382350
976,0712,"AHMEDABAD MANSI
CIRCLE CROSS ROADS
VASTRAPUR",GUJARAT,AHMEDABAD,WEST,380015
977,0720,"AHMEDABAD NEHRU
NAGAR",GUJARAT,AHMEDABAD,WEST,380006
978,0721,"AHMEDABAD SCIENCE
CITY",GUJARAT,AHMEDABAD,WEST,380060
979,0726,"AHMEDABAD
CHANDKHEDA",GUJARAT,AHMEDABAD,WEST,382424
980,0727,AHMEDABAD GHODASAR,GUJARAT,AHMEDABAD,WEST,380050
981,0729,DAMAN DAMAN,DAMAN AND DIU,DAMAN,WEST,396210
982,0752,AHMEDABAD NARODA,GUJARAT,BAVLA,WEST,382220
983,0766,UJJAIN,MADHYA PRADESH,UJJAIN,WEST,456010
984,0793,BORSAD ANAND,GUJARAT,BORSAD,WEST,388540
985,0798,RAISEN,MADHYA PRADESH,RAISIN,WEST,464551
986,0805,SEHORE,MADHYA PRADESH,SEHORE,WEST,466001
987,0808,SENDHWA,MADHYA PRADESH,SINDHWA,WEST,451666
988,0811,UMBERGAON VALSAD,GUJARAT,UMARGAM,WEST,396165
989,0814,DEWAS MP,MADHYA PRADESH,DEWAS,WEST,455001
990,0828,SHAHDOL,MADHYA PRADESH,SHAHDOL,WEST,484001
991,0844,VESU SURAT,GUJARAT,SURAT,WEST,395007
992,0850,"YASHWANT NIWAS ROAD
INDORE",MADHYA PRADESH,INDORE,WEST,452003
993,0851,CLOTH MARKET INDORE,MADHYA PRADESH,INDORE,WEST,452002
994,0852,"MANGALAM COMPLEX
BHARUCH",GUJARAT,BHARUCH,WEST,392002
995,0857,AKOTA BARODA,GUJARAT,BARODA,WEST,390020
996,0861,SEONI,MADHYA PRADESH,SEONI,WEST,480661
997,0871,"ANNAPURNA ROAD
INDORE",MADHYA PRADESH,INDORE,WEST,452009
998,0878,VIJAY NAGAR INDORE,MADHYA PRADESH,INDORE,WEST,452010
999,0879,SIYAGANJ INDORE,MADHYA PRADESH,INDORE,WEST,452007
1000,0880,SHAHIBAUG AHMEDABAD,GUJARAT,AHMEDABAD,WEST,380004
1001,0886,"MADHAPAR BHUJ
KACCHH",GUJARAT,BHUJ,WEST,370020
1002,0907,KANKARIYA PAL,MADHYA PRADESH,"VIJAYNAGAR
EXPANSION",WEST,453551
1003,0935,"PALDI CROSS ROAD
AHMEDABAD",GUJARAT,AHMEDABAD,WEST,380007
1004,0937,MAGOD DUNGRI,GUJARAT,VALSAD,WEST,396020
1005,0940,BANEDIA,MADHYA PRADESH,"VIJAYNAGAR
EXPANSION",WEST,453551
1006,0947,RATLAM,MADHYA PRADESH,RATLAM,WEST,457001
1007,0950,HIMATNAGAR,GUJARAT,HIMMATNAGAR,WEST,383001
1008,0961,DHAR,MADHYA PRADESH,DHAR,WEST,454001
1009,0962,SARKHEJ AHMEDABAD,GUJARAT,AHMEDABAD,WEST,380051
1010,0975,BHADELI JAGALALA,GUJARAT,VALSAD,WEST,396031
1011,0990,ARERA COLONY BHOPAL,MADHYA PRADESH,BHOPAL,WEST,462016
1012,1022,JAORA,MADHYA PRADESH,JAORA,NORTH,457226
1013,1029,KANADIA ROAD INDORE,MADHYA PRADESH,INDORE,WEST,452001
1014,1030,VATVA AHMEDABAD,GUJARAT,AHMEDABAD,WEST,382445
1015,1031,KALUPUR AHMADABAD,GUJARAT,AHMEDABAD,WEST,380001
1016,1058,KATARGAM SURAT,GUJARAT,SURAT,WEST,395004
1017,1083,MANDIDEEP,MADHYA PRADESH,MANDIDEEP,WEST,462046
1018,1084,ASHOKNAGAR,MADHYA PRADESH,ASHOK NAGAR,WEST,473331
1019,1087,PATAN,GUJARAT,PATAN,WEST,384265
1020,1088,"AHINSA CHOWK JABALPUR
MP",MADHYA PRADESH,JABALPUR,WEST,482002
1021,1093,SAGAR,MADHYA PRADESH,SAGAR,WEST,470001
1022,1098,"GURUKUL ROAD
AHMEDABAD",GUJARAT,AHMEDABAD,WEST,380052
1023,1305,SUNVANIGOPAL,MADHYA PRADESH,DEWAS,WEST,455001
1024,1306,BEESAARODA,MADHYA PRADESH,ITARSI,WEST,461111
1025,1307,SUKLYA,MADHYA PRADESH,DEWAS,WEST,455001
1026,1310,GHATLODIA AHMADABAD,GUJARAT,AHMEDABAD,WEST,380061
1027,1330,PANCHED,MADHYA PRADESH,RATLAM,WEST,457223
1028,1380,CHHATARPUR,MADHYA PRADESH,CHHATTARPUR,WEST,471001
1029,1409,YOGI CHAOWK SURAT,GUJARAT,SURAT,WEST,395006
1030,0002,PUNE,MAHARASHTRA,PUNE,WEST,411001
1031,0025,NAGPUR,MAHARASHTRA,NAGPUR,WEST,440010
1032,0062,AURANGABAD,MAHARASHTRA,AURANGABAD,WEST,431001
1033,0074,KOLHAPUR,MAHARASHTRA,KOLHAPUR,WEST,416001
